,SMILES,phase
796,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,4
797,C[C@@H](N)[C@@H](O)c1ccccc1,4
798,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,4
799,O=c1[nH]c2cc(Cl)ccc2o1,4
800,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,4
801,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,4
802,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],4
803,COc1ccccc1OC[C@@H](O)COC(N)=O,4
804,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4
805,O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,4
806,CC[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,4
807,Cc1cccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1,4
808,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,4
809,O=C([O-])c1cccnc1,4
810,CC(C)(C)c1ccc(CN2CCN([C@@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,4
811,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,4
812,Cc1ccccc1[C@H](OCCN(C)C)c1ccccc1,4
813,CN(C)CC[C@H](c1ccc(Br)cc1)c1ccccn1,4
814,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,4
815,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4
816,CC[C@]1(c2ccccc2)CCC(=O)NC1=O,4
817,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4
818,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,4
819,CCN1C(=O)N[C@H](c2ccccc2)C1=O,4
820,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,4
821,CN1C(=O)C[C@@](C)(c2ccccc2)C1=O,4
822,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,4
823,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],4
824,CN(C)CCCN1c2ccccc2Sc2ccccc21,4
825,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4
826,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4
827,OCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,4
828,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4
829,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,4
830,CN[C@@]1(C)[C@H]2CC[C@H](C2)C1(C)C,4
831,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,4
832,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4
833,COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1,4
834,CCN(CCO)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,4
835,CCC1(CC)C(=O)NC[C@@H](C)C1=O,4
836,CCCC(C)(COC(N)=O)COC(N)=O,4
837,O[C@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,4
838,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,4
839,C#CC1(OC(N)=O)CCCCC1,4
840,CN(C)C(=O)Oc1ccc[n+](C)c1,4
841,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,4
842,C[C@H](N)Cc1ccccc1,4
843,CN(C)CCO[C@@H](c1ccccc1)c1ccc(Br)cc1,4
844,C=CCC1([C@H](C)CC)C(=O)NC(=O)NC1=O,4
845,CS(=O)(=O)OCCCCOS(C)(=O)=O,4
846,COc1c2occc2cc2ccc(=O)oc12,4
847,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,4
848,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4
849,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,4
850,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,4
851,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,4
852,CCC1(c2ccccc2)C(=O)NCNC1=O,4
853,S=c1nc[nH]c2nc[nH]c12,4
854,C[C@H](COc1ccccc1)N(CCCl)Cc1ccccc1,4
855,CN1C(=O)C[C@@H](c2ccccc2)C1=O,4
856,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,4
857,O[C@@](CCN1CCCCC1)(c1ccccc1)C1CCCC1,4
858,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,4
859,CC(=O)Nc1nnc(S(N)(=O)=O)s1,4
860,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,4
861,CCC(C)(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,4
862,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,4
863,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,4
864,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,4
865,NNc1nncc2ccccc12,4
866,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,4
867,NNC(=O)c1ccncc1,4
868,CNC[C@H](O)c1cccc(O)c1,4
869,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,4
870,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,4
871,COc1cc(N[C@H](C)CCCN)c2ncccc2c1,4
872,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,4
873,Cn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O,4
874,C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,4
875,CCN(CC)C(=S)SSC(=S)N(CC)CC,4
876,NC(=O)NC(=O)Cc1ccccc1,4
877,CCN(CC)CCNC(=O)c1ccc(N)cc1,4
878,Cn1cc[nH]c1=S,4
879,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,4
880,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,4
881,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,4
882,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,4
883,Nc1ccc(C(=O)[O-])c(O)c1,4
884,CCN(CC)C(=O)N1CCN(C)CC1,4
885,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,4
886,O[C@@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,4
887,CC[C@]1(C)OC(=O)N(C)C1=O,4
888,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,4
889,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,4
890,CN(C)CCN(Cc1ccccc1)c1ccccn1,4
891,C[C@H](C[N+](C)(C)C)OC(N)=O,4
892,CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,4
893,CCN(CC)CC(=O)Nc1c(C)cccc1C,4
894,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,4
895,Cn1c(=O)c2c(ncn2C)n(C)c1=O,4
896,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,4
897,CCCc1cc(=O)[nH]c(=S)[nH]1,4
898,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,4
899,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,4
900,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,4
901,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],4
902,CN(C)CCOC(c1ccccc1)c1ccccc1,4
903,CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,4
904,CN1C(=O)OC(C)(C)C1=O,4
905,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,4
906,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH]1,4
907,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,4
908,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4
909,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](O)c1ccccc1)C2,4
910,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,4
911,CN[C@@H](C)Cc1ccccc1,4
912,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,4
913,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,4
914,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,4
915,Cc1cc(O)c2ccccc2c1O,4
916,CC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,4
917,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,4
918,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,4
919,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,4
920,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,4
921,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,4
922,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,4
923,N[C@@H](Cc1ccc(O)cc1)C(=O)[O-],4
924,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,4
925,O=C1c2ccccc2C(=O)C1c1ccccc1,4
926,C[C@H]1NCCO[C@@H]1c1ccccc1,4
927,CN(C)CC[C@@](O)(c1ccccc1)c1ccccc1Cl,4
928,CC[C@H](C)C(C)(COC(N)=O)COC(N)=O,4
929,O=P([O-])([O-])OCC(Cl)(Cl)Cl,4
930,C#CCN(C)Cc1ccccc1,4
931,CC(C)(N)Cc1ccc(Cl)cc1,4
932,CN1CCC[C@@H](CC2c3ccccc3Sc3ccccc32)C1,4
933,CCN(CC)[C@@H](C)CN1c2ccccc2Sc2ccccc21,4
934,CCC1(CC)C(=O)NC(=O)N(C)C1=O,4
935,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,4
936,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,4
937,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,4
938,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,4
939,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,4
940,C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,4
941,CC1=CC(=O)c2ccccc2C1=O,4
942,C[C@@H](Cc1ccc2c(c1)OCO2)NC[C@H](O)c1ccc(O)c(O)c1,4
943,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)[O-])SCCS2,4
944,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,4
945,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,4
946,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,4
947,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,4
948,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCOC(=O)OC(C)C)Cl,4
949,C1=CC=C(C(=C1)C(=O)O)O,4
950,C(OC(C(F)(F)F)C(F)(F)F)F,4
951,CC(C)C1=C(C(=CC=C1)C(C)C)O,4
952,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,4
953,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,4
954,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC,4
955,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,4
956,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,4
957,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,4
958,C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O,4
959,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,4
960,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,4
961,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],4
962,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N=[N+]=[N-],4
963,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N,4
964,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,4
965,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,4
966,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,4
967,CCCCC(C)CC(C=CC1C(CC(=O)C1CCCCC=CC(=O)O)O)O,4
968,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,4
969,COC=C(C1=CC=CC=C1C=CC2=CC=CC=C2)C(=O)OC,4
970,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C,4
971,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,4
972,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,4
973,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,4
974,C(C(F)(F)F)(OC(F)F)F,4
975,C1CC1CON2C3=CC=CC=C3C(=C(C2=O)C(=O)NCC(=O)O)O,4
976,C1CC12CN(CC2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5F)F,4
977,CCC1CC(=O)C(C(C(C(C(CC(CN(C(C(C1(C)O)O)C)C)C)(C)O)OC2C(C(CC(O2)C)N(C)C)O)C)OC3CC(C(C(O3)C)O)(C)OC)C,4
978,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,4
979,C1CCC(C1)NS(=O)(=O)C2=CC=CC3=C2N=C(N3)C4=CC=C(C=C4)C(F)(F)F,4
980,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,4
981,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,4
982,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,4
983,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,4
984,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],4
985,C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O)Cl,4
986,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C,4
987,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,4
988,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,4
989,C1CCN(CC1)COC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,4
990,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,4
991,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,4
992,CS(=O)(=O)C1=CC=CC(=C1)CC(C(=O)O)NC(=O)C2=C(C=C3CN(CCC3=C2Cl)C(=O)C4=CC5=C(C=C4)C=CO5)Cl,4
993,C1=CC=C(C=C1)CC(C(=O)O)N,4
994,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,4
995,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,4
996,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,4
997,CCOC1=CC=C(C=C1)NC(=O)C,4
998,C1=CC=C(C=C1)CC(C(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=CC=C2)C(=O)O)O)NC(=O)OCC3=CC=CC=C3,4
999,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,4
1000,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,4
1001,C(CCl)P(=O)(O)O,4
1002,CC1(C(N2C(S1)C(C2=O)NC=O)C(=O)O)C,4
1003,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,4
1004,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,4
1005,CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C,4
1006,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,4
1007,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,4
1008,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,4
1009,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],4
1010,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,4
1011,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,4
1012,CN=C(N)N(C)C(=N)N,4
1013,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,4
1014,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,4
1015,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,4
1016,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,4
1017,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,4
1018,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,4
1019,C(C(=O)[O-])(Cl)Cl,4
1020,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3,4
1021,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,4
1022,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,4
1023,C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O,4
1024,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3,4
1025,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,4
1026,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,4
1027,C1=NNC2=C1C(=O)NC=N2,4
1028,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,4
1029,[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C,4
1030,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,4
1031,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,4
1032,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],4
1033,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,4
1034,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,4
1035,CNC(=NC)NCC1=CC=CC=C1,4
1036,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,4
1037,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,4
1038,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,4
1039,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,4
1040,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,4
1041,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],4
1042,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,4
1043,CC1=C(N=CN1)CSCCNC(=NC)NC#N,4
1044,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,4
1045,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,4
1046,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,4
1047,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,4
1048,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,4
1049,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,4
1050,CCC(=C(CC)C1=CC=C(C=C1)OP(=O)(O)O)C2=CC=C(C=C2)OP(=O)(O)O,4
1051,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,4
1052,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,4
1053,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,4
1054,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,4
1055,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N,4
1056,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,4
1057,CC(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O,4
1058,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,4
1059,CCC1(CCC2C1(CCC3C2CCC4=CCCCC34)C)O,4
1060,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,4
1061,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,4
1062,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],4
1063,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,4
1064,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,4
1065,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,4
1066,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],4
1067,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,4
1068,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,4
1069,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,4
1070,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],4
1071,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,4
1072,CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)OC1C(C)C,4
1073,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,4
