,SMILES,phase
3156,C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c4c(F)cc(\C=C\C(=O)O)cc4F,0
3157,CCC(O)C(CN)C(OC)c1nc(=O)cns1,0
3158,CC(O)CC(O)c1nc(CC(C)(C)C)c(N)[nH]1,0
3159,C[C@H](C#N)c1cccc(c1)C(=O)N2CCO[C@@]3(CCN(C3)C(=O)[C@@]4(C)CCC=CC4)C2,0
3160,CCOC(=O)c1sc(NC(=O)c2cc(nc3ccccc23)c4ccccc4C)c(C#N)c1C,0
3161,CCNCC(C)n1cc(N)c(CC(N)=O)c1C,0
3162,CS(=O)(=O)CCNc1nc(cs1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2,0
3163,CC(O)C1CCC(N)C2NC(C)C(C)CC12O,0
3164,CN1CCC2C(O)C(C)(N)C(=N)N2CC1(C)C,0
3165,CNC(=O)NC1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ccc56)C1,0
3166,Cc1sccc1C(=O)NC[C@@H]2CN(CC#N)CCC2(F)F,0
3167,CC[C@@]1(C)NC(=O)N(N=Cc2cccc3nccn23)C1=O,0
3168,CN(C)CCOCCNC(=O)C(C)(C)Cc1ccc(cc1)C#N,0
3169,C[C@H](C#N)C(=O)NCC1(CCC1)NC(=O)[C@H]2CCC(C)(C)C2,0
3170,C[C@@H](Cc1ccncc1)NC(=O)c2ccc(Oc3ccccc3C#N)c(Cl)c2,0
3171,CCc1cccc2c3ccc4c(C=O)c[nH]c4c3[nH]c12,0
3172,CC1(CCN)C(=O)NC(C#N)c2onc(O)c21,0
3173,CC(C)c1nc2nc(C)cc(Nc3ccc(cc3)C(F)(F)F)n2n1,0
3174,CCOC1=NC2CCN(C=O)C(=N)C2N1C=O,0
3175,CC1CC2OC1(COc1csc(O)n1)OC2=O,0
3176,CCC(C)(C(=N)N)C(C)C(OC=O)C(=O)OC,0
3177,CC(C)N1C[C@H](C)C(=NNS(=O)(=O)C2=CN(C)C(=O)N(C)C2=O)C1,0
3178,CC[C@@](C)(NC(=O)\C=C\C(=O)c1ccc(C)cc1)C(=O)N,0
3179,COc1ccc(CCC(=O)N2CCCN(CC2)S(=O)(=O)c3cccc(C)c3C#N)cc1,0
3180,Cc1ccc(CNC(=O)Cc2c(C)onc2C)c(F)c1,0
3181,CS(=O)(=O)NC(=O)CCN1CC(=C(O)C1=O)C(=O)NCCCc2ccc(Cl)c(Cl)c2,0
3182,FC1(F)C[C@@H]1C(=O)N2C[C@@H]3CC[C@@H]2CN3C(=O)c4cc(c[nH]4)C#N,0
3183,C[C@H]1COCCN(CN2N=C3N(CC=C)C(=O)c4ccccc4N3C2=S)C1,0
3184,CC(C)N(CCCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,0
3185,C[C@@](CC(=O)O)(C#N)C(=O)NC[C@H](CO)c1ccccc1,0
3186,C[C@@H](NCC1CC(C)(C)C1)[C@@H]2CCCCN2C(=O)c3ccc(C#N)[nH]3,0
3187,CC#Cc1snc2c1OC13CCNC1C23,0
3188,CCn1nccc1C2CCN(CC2)C(=O)C(=O)Nc3cccc(C#N)c3C,0
3189,CCC1=C(C)NC(=O)C(=C1Cc2cc(C)cc(C)c2)N(C)C(C)COC,0
3190,CCC(C=O)OCc1c(O)[nH]cc(I)c1=N,0
3191,C#Cc1sccc1Oc1cc(C)[nH]c1NC=O,0
3192,CC#CCN1CC[C@H]2CN(CC[C@@H]12)C(=O)CN3C(=O)NC(=O)C3(C)C,0
3193,CC(CN)C(O)C1(C)CNC=NCC1CCN,0
3194,CCOC1=NC(C)C(N)=NC(COC)C1(C)O,0
3195,CCC(=O)C1CC1N(C=N)c1ccco1,0
3196,CC1C23Oc4cnnn4S(=O)(=O)C12CCC3=O,0
3197,Clc1ccc(cc1Cl)S(=O)(=O)NC(=O)\C=C\c2cccc3CC(=O)N(Cc4ccc5ccccc5c4)c23,0
3198,C[C@H](NC1[C@H](C)CCC[C@H]1C)c2ccc(C#N)c(F)c2,0
3199,CCC(N)CN1CCNCC(O)c2ccsc21,0
3200,C[C@@H](C[C@@H](C)N=C1C=CNC=C1C#N)NC(=O)c2ccc(cn2)C3CC3,0
3201,C[C@@H]1CCCC[C@@H]1OCC(=O)N(Cc2ccc(cc2)C#N)Cc3cccc(F)c3,0
3202,CN(CCC#N)[C@@H]1CSc2ccccc2C1,0
3203,CC1CN(CCN1C(=O)C2CCCCC2)S(=O)(=O)c3cccc4ccccc34,0
3204,CC1C=CC2(C)CC1CC(S(=O)(=O)O)C2(C)O,0
3205,C#CC(=O)C1C(=O)NCC1(C#N)C(C)(C)C#N,0
3206,C[C@@H](NC(=O)C(=O)N1CCC(CC1)Nc2ccccc2)c3ccc(cc3)C#N,0
3207,CCCNC1C2NC1C1COC2OCC1O,0
3208,CCCNCC1CC(C=NO)(CO)C2NC12,0
3209,COC(=O)CN1C(=O)N(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c4ccccc14,0
3210,CC1=C2CCC3NCC4C(CC1N)N4C23,0
3211,C[C@@H](N[C@H](Cc1cccc(F)c1)c2cccc(F)c2)C(=O)NCC=C,0
3212,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,0
3213,COCc1nnc(c2ccc(cc2)c3ccccc3OC)n1c4ccc(OC)nc4,0
3214,CC(O)(C#N)CC1(O)CCCC12OCCC2O,0
3215,Fc1cc2N(C[C@H]3CCCCN3c2cc1Br)C(=O)Cc4ccccc4CC#N,0
3216,CCC1(C(=N)NC)CCCCN=COC(C)C1,0
3217,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c4ccccc4)c5ccccc15,0
3218,Fc1cc(N2CCN(CC2)c3ccccc3C#N)c4nc(Cl)ccc4c1,0
3219,CN1C(=O)N(C)C2=C(C1=O)C(NC(=N2)c3ccc(Cl)cc3)(C(F)(F)F)C(F)(F)F,0
3220,CC1=CC(O)C2C13N=CNC23C(N)CC#N,0
3221,Cc1ccc(N\C=C\c2onc(C)c2[N+](=O)[O-])cc1,0
3222,C[C@H]1CCN(CCS1(=O)=O)\C(=N/Cc2nc(C)cs2)\O,0
3223,CC1=C2C=C(C=CC(C)C=CC1)CC2=O,0
3224,CC(C)C1CN=C(Cc2cnns2)NC1CN,0
3225,CN1C2C=CC3(COC(=NCC=O)N3)C21C,0
3226,CCC1NCC2(CN)CC1(O)C(NC)=NC2C,0
3227,C[C@@H]1[C@@H](CC(=O)O)CCC1=NNS(=O)(=O)c2ccccc2[N+](=O)[O-],0
3228,Fc1ccc(NC(=Nc2ccc(Br)cc2)S)cc1,0
3229,CC(C)(C)C1(O)CCN(CC1)C(=O)c2ccc(NS(=O)(=O)c3cccc4cccnc34)cc2,0
3230,CC(C)(O)Cc1ccc2c(c1)c3cc(OCCCC(F)(F)F)ccc3c4nc([nH]c24)c5c(cccc5C#N)C#N,0
3231,O=S(=O)(NC1CCN(CC1)S(=O)(=O)N2CCO[C@@H](C2)C#N)c3ccccc3,0
3232,CCC(=O)NCC(CO)c1cccc2ccc(OC)cc12,0
3233,CC(C)C\N=C(/O)\N1CCC[C@H](C1)C(=O)N2CCO[C@H](CNC(=O)C)C2,0
3234,CCCCCc1cc(O)cc(OCCCCCCCCCN[C@H](C)CO)c1,0
3235,CCN(CC)C(=S)SSC(=S)N(CC)CC,0
3236,CC(C)c1ccc(Oc2cc(ccn2)C(=O)N3CC[C@](O)(CC#N)C3)cc1,0
3237,C[C@@H](O)[C@H]1COC(=O)N1c2ccnc(NC(C)c3onc(n3)c4cccc5ccncc45)n2,0
3238,CC(C)c1onc(c1)C(=O)N(C2CCCCC2)C3CCCCC3,0
3239,CC(C)C12CCC(C)(CC(CO)NCC1O)N2,0
3240,NC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3ccc(Cl)c(Cl)c3)CC1,0
3241,Cc1oc(=N)c2c(C)cn3c2c1C(=O)C3CO,0
3242,CC1(Cc2ccccc2C1)NC(=O)N[C@H](CCC#N)c3ccccc3,0
3243,C[C@@](O)(\C=C\[C@@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)\C=C/C=C\C=C\CO)OP(=O)(O)O,0
3244,Oc1ccccc1C(=O)NNC(=S)Nc2ccc(Cl)c(Cl)c2,0
3245,S=C1NC=CN1Cc2ccccc2,0
3246,CC1CC(N)C2(O)CNC3(C)COCC132,0
3247,Cc1c2n(c3nnsc13)C1(CC1)C(=NO)C2C,0
3248,Fc1cc(Nc2cccnc2)cc(c1)n3nnc(n3)c4ccccn4,0
3249,CC12CC(CC3(O)CC3C(=N)O1)S(=O)(=O)C2O,0
3250,CC(N)C1C=C(CO)C(C2CCC2)CNC1,0
3251,COc1ccc(CC(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)c(OC)c1OC,0
3252,CC1CC2CC1(C)c1sc(=O)n(C)c1C(=O)N2,0
3253,CC1CN2C(C)C(C)C2(C)C(C(=N)N)C1C,0
3254,CCCCC1C(=C)C(=C)Oc2cc3OCOc3cc12,0
3255,CC(=O)C1(CC(=N)OCC=O)CCC(=O)C1O,0
3256,COCCN(Cc1oc(C(=O)OC)c(C)c1)S(=O)(=O)c2ccc(cc2)C#N,0
3257,CNC(=O)C1(CC1)C(=O)N2CCC[C@@H](CNc3ccc(nn3)C#N)C2,0
3258,CC1=NC2(C)CC(C)(O1)C1(C(=N)N)CC2N1,0
3259,CC1(O)CCCN(C(=O)C#N)C12CCCC2=O,0
3260,C#CC1C2(CN)NC(=N)C1(C(C)O)OCC2C,0
3261,CC(=N)NC(=O)C12CC(CNC1C(C)=NO)C2,0
3262,CC1=NC(C)C(C)C(O)C(O)CC(CCN)N1,0
3263,CCC(C)c1[nH]nnc1CC(=N)N(C)C(C)=O,0
3264,C[C@H]1CC[C@H](C)N1CCCOc2ccc(cc2)c3ccc(cc3)C(=O)N4CCOCC4,0
3265,CC12N=C(NC=N)NCC1OCCC2C(=O)O,0
3266,CN(C)c1ccc(cc1)c2cc3C4=NNC(=O)N4C(=Nc3nc2c5ccccc5Cl)C(C)(C)C,0
3267,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4ccc(cc4)N5CCOCC5)c2)cc1,0
3268,CC1C2=C(CC3NC23C(C)C)c2ncnn21,0
3269,C[C@@H](C#N)C(=O)NC[C@H](O)CN(C)C(=O)c1ocnc1C,0
3270,C#CC(CC)(N=CNC)C12C=CCC1C2N,0
3271,O=C(NCC1(CC1)C#N)c2cccc(CNc3ccncn3)c2,0
3272,CNC(=O)c1ccc(cn1)c2ccc(NC(=O)Nc3cc(Br)ccc3OC(F)(F)F)cc2,0
3273,CCC1(C)C2NCC3c4occ(C)c4N1C32,0
3274,Cc1ccc(cc1)S(=O)(=O)n2cc(CN3CC4(CCCCN4)C3)c5cc(ccc25)C#N,0
3275,CC(C)(C)OC(=O)N[C@@H]1CCC[C@H](C1)N[C@@H](C=C)C(=O)O,0
3276,CN(Cc1onc(n1)C2CCN(Cc3ccccc3F)CC2)c4ncc(cn4)C(=O)NO,0
3277,CCC1CC(C2CO2)NC2C(=N1)NCS2(=O)=O,0
3278,COc1ccc(CNc2cnc3nc(N)nc(N)c3c2)c4ccccc14,0
3279,CSc1cccc(c1)c2nc(cc3cccnc23)[C@@H]4CC[C@H](CC4)C(=O)O,0
3280,CCC1C(N)=NC(CO)(C(CN)CCO)C1N,0
3281,COc1ccc(CCCN[C@H](C(=O)O)c2cccc(c2)C#N)cc1OC,0
3282,CC(C)(CNC(=O)C(=O)Nc1ccc2CCCCC(=O)c2c1)C=C,0
3283,CC(NC(CN)C(C)O)c1nc(=O)nc(F)o1,0
3284,COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,0
3285,Cc1ccccc1N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,0
3286,Fc1cc(ccc1N2CCOCC2=O)N3C[C@H](CNC(=O)c4ccc(Br)s4)OC3=O,0
3287,Cc1cccc(NC(=O)C(=O)N2CCC(CC2)OCCN3CCCC3)c1C#N,0
3288,C#Cc1n[nH]c(COC(C)C)c1CCC(C)N,0
3289,O[C@@H]1CC[C@H](CC1)NC(=O)[C@@H]2NC3(CCCCC3)[C@]4([C@H]2c5cccc(Cl)c5F)C(=O)Nc6nc(Cl)ccc46,0
3290,CCN(CC(=C)C)C(=O)CSc1nc(ccc1C#N)C(F)(F)F,0
3291,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)c5cccnc5)c6cccnc6F,0
3292,COc1cc2CCn3cnc(c4cccc(Cl)c4)c3c2cc1OC,0
3293,Cc1ncoc2sc(=N)sc2nc(CC=O)n1,0
3294,CCOC(=O)N1CCC(CC1)NC(=O)c2cccc3CN(CCOC)C(=O)c23,0
3295,CN(CC(=C)C)C(=O)Nc1cc(Br)ccc1Br,0
3296,Fc1ccc(cc1)C(=O)CCCN2CCN(CC3CC(=O)c4ccccc4C3)CC2,0
3297,CC(C)(C)N\C(=N\CC1(CCOCC1)c2cccc(c2)C(F)(F)F)\N,0
3298,CC(=N)OC1COC1C1C(C)=CCN1C=O,0
3299,CCNc1onc2c1C1(O)CNC(COC1)C2,0
3300,CC(C)(C)OC(=O)N1C[C@@H](NC(=O)c2ccc(O)c(c2)[N+](=O)[O-])[C@H](C1)C#N,0
3301,COC[C@H]1C[C@H]2[C@@H](C)SC(=N[C@]2(CO1)c3ccc(F)cc3F)N,0
3302,O=C(N1CCCC1)c2oc3c(cccc3c2)N4CCN(CCc5ccccn5)CC4,0
3303,Cc1c(I)ccc2c1CC(C(C)N)NC(=O)C2,0
3304,CCCCn1c(NCCCN2CCN(CC2)c3ccccc3)nc4N(C)C(=O)N(C)C(=O)c14,0
3305,CC(CNCC#N)c1c(O)ccc(=O)n1C=O,0
3306,COCCO[C@@H]1CCN(C1)c2nnc(C3CC(O)C3)n2CC=C,0
3307,CCC1NC(=O)C2(C(=O)OC(OC)C2=O)C1=O,0
3308,COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2)C3=CN4C(=O)C=CN=C4C=C3,0
3309,COc1c(O)c(c(OC)c2ccoc12)c3cc(nn3c4ccc(cc4)S(=O)(=O)N)C(F)(F)F,0
3310,CCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0
3311,C[C@H](CC(=O)NC[C@H]1COCCN1C(=O)COCC=C)C(C)(C)C,0
3312,CCc1ccc(Cl)cc1n2cc(cc2C(=O)N)c3cc(N)ncn3,0
3313,CN(C[C@H](O)COCc1ccccc1)C(=O)c2oc(COc3ccccc3C#N)cc2,0
3314,CCn1c(nnc1c2cc(cn2C)C#N)N3CCC[C@](C)(C3)C(=O)O,0
3315,Fc1ccc2\C(=C\c3ccc4NC(=O)Nc4c3)\c5ccccc5COc2c1,0
3316,NCC(Cc1ccc(CCCOc2c(F)ccc(F)c2Cl)cc1)C(=O)N(Cc3cccc(Cl)c3Cl)C4CC4,0
3317,Cc1ccc(cc1NC(=O)CN2C(=O)N(CC=C)C(=O)C2=O)c3nc4cc(F)ccc4n3C,0
3318,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(CC1(C)C)C(=O)Oc2ccc3ccccc3c2)C(=O)C(=O)N[C@H](C)c4ccccc4,0
3319,C[C@H](C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3,0
3320,O=C1c2ccc(OC3CCNCC3)cc2C4(CCOCC4)c5[nH]c6cc(ccc6c15)C#N,0
3321,CCN1CCOC(OCC2(CN)CC2)C1=N,0
3322,CC1(C)CC23CCC(N)C2N=C(N)C(=N)N13,0
3323,O[C@@H]1CC[C@H](CC1)NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cccc(F)c5,0
3324,C#CC(C)N=C1OC2CCC(CC2)OC1C#N,0
3325,CC1NC2=NCCC=CC(=O)C(CC1O)O2,0
3326,CC1(C23COC(CN2)C3)CNCC12CN2,0
3327,CC(N)C1CCN2C(=N)C3CCC(N3)C(N)C12,0
3328,C[C@H](Nc1nc(nc2cc(C=C)ccc12)N(C)C)c3ccc(NC(=O)c4ccc(Cl)nc4)cc3,0
3329,C#CC12CC(NCC)C(=O)N1CCNC2CN,0
3330,COCCN(CC=C)C(=O)NC[C@@H](C)CN1CCCCC1,0
3331,OC[C@@H](O)[C@@]12O[C@@]13[C@H](O)C#C\C=C/C#C[C@@H]2Nc4c5C(=O)c6c(O)cccc6C(=O)c5c(O)cc34,0
3332,CCO[C@H](CC)C(=O)N[C@@H](C)CCNC(=O)COCCC=C,0
3333,CC1c2snc(O)c2NCC2C(=N)OCCN21,0
3334,C#CC12CCC34C(CN13)C2N1CC14,0
3335,COc1ccc(Nc2ncc3CCc4nc(C)sc4c3n2)cn1,0
3336,Fc1cc(CC2=NNC(=O)c3ccccc23)cc(C(=O)N4CCN(CC4)c5nsc6ccccc56)c1F,0
3337,CCC1CC(N=C(N)CCN)C(C#N)(OC)C1,0
3338,CCOC(=O)C1=C([C@H](NC(=S)N1)c2cnc(s2)C3CCC3)C(=O)C(C)C,0
3339,C#CC(OCC)C(=N)NC(C)C(CC)NC=O,0
3340,CC1OC(=O)NC2=NCCN(C)CC3C1N23,0
3341,CC(N)C1CC(N)C(N)C(C#N)NC(=N)CO1,0
3342,C(C1CCNCC1)c2c[nH]c3ccccc23,0
3343,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc2ccccc2,0
3344,Cc1nn(C)c(Cl)c1CN(Cc2cccnc2)Cc3ccsc3,0
3345,CC1N2CCC(=O)C1(C)C(C(=N)N)C(C=O)C2,0
3346,COc1ccc(cc1OC)C2NC(Cc3c2[nH]c4ccccc34)C(=O)O,0
3347,C[C@@H](CCCN1CCN(C)CC1)Nc2ccnc3cc(Cl)ccc23,0
3348,Cc1ccc(\C=N\c2ccccc2C(=O)Nc3ccccc3)cc1,0
3349,Cc1cc(ccc1F)C(=O)N2CCN(C[C@@H]2C#N)C(=O)OC(C)(C)C,0
3350,Cn1c(CCCC#N)nnc1N(Cc2cc(Br)ccc2F)C3CC3,0
3351,CCN=c1ncsc(F)c1CNC(C)CCO,0
3352,CCc1cccc(CN2CCN(CC2)C(=O)[C@H](C)[C@H](C)C=C)c1,0
3353,CC(=C)CC(C)(C)C(=O)N1CCO[C@@]2(COCCN(C2)C(=O)c3nccc4[nH]ccc34)C1,0
3354,CN(C)CCCO\N=C\c1c(N)ncnc1Oc2ccc(NC(=O)C3(CC3)C(=O)Nc4ccc(F)cc4)cc2F,0
3355,C[C@H]1C\C=C\C(=C/C[C@H](OC(=O)C[C@H](O)C(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c2csc(C)n2)\C)\C,0
3356,CC(=C)CN1C[C@H]2CCN(CC[C@H]2C1)C(=O)c3cnc4[nH]nnc4c3,0
3357,C[C@H](NCc1cc(ccc1F)C#N)c2ccc(cc2)C(C)(C)O,0
3358,Fc1ccc(CN2CCN(C(=O)C2=O)c3cccc4ccccc34)c(Cl)c1,0
3359,O=C(OCCCC#N)c1nc(C2CC2)n(n1)c3ccccc3,0
3360,CCOc1nc(C(N)C(O)C(C)CN)nn1C,0
3361,CCC1C2N=CN(C=O)CC2C2(CC2)S1(=O)=O,0
3362,C[C@H](C#N)C(=O)NC1[C@H]2CN(Cc3cnn(c3)c4ccccc4)C[C@H]12,0
3363,COc1cccc(COc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,0
3364,C[C@H](Nc1nccc(Nc2cc([nH]n2)[C@H]3C[C@H]3F)n1)c4ccc5[nH]ccc5n4,0
3365,NC(=O)O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,0
3366,CC(=NO)C12CC(=N)NC(C#N)C1(O)C2C,0
3367,Cc1cc(OCCCn2c(cc3ccc(OCc4ccccc4C(=O)O)cc23)C(=O)N5CCCCC5)cc(C)c1Cl,0
3368,CN(CCC#N)c1ccc(CN2CC[C@@]3(CCCN(C3)C(=O)c4cnccn4)C2)cc1,0
3369,COc1cc2N=CN(CCCC(=O)N[C@@]3(CCSC3)C#N)C(=O)c2cc1OC,0
3370,CCC[C@@H](Oc1ccc(CCNc2ncc(C(=O)N)c(NCc3ccccc3)n2)cc1Cl)C=C,0
3371,CN(C)c1noc(n1)[C@H]2CCCN(C2)c3cc(ccn3)C#N,0
3372,Brc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,0
3373,OC(=O)Nc1ccccc1C(=O)NCc2ccccc2OCC#C,0
3374,CC1CCN1C(=O)C(C#N)c1n[nH]c(=N)[nH]1,0
3375,CCNC(C)=NCC(O)(CN)c1cnc(C)[nH]1,0
3376,COc1ccc(cn1)C(CC(=O)O)Cc2onc(OCCc3ccc4CCCNc4n3)c2,0
3377,Cc1[nH]c2ccccc2c1C(=O)[C@H](C#N)C(=O)Cc3ccccc3[N+](=O)[O-],0
3378,CCC(=O)C(O)COC(=O)CC(CO)OC=O,0
3379,CCCC1(C)OC(CC)(CCO)OC1(C)CC,0
3380,IC1=CC=C2[C@H]3CNC[C@H](C3)CN2C1=O,0
3381,C[C@@H](NC(=O)C1(C)CC(=C)C1)[C@@H]2CCN(C2)C(=O)Cn3cccn3,0
3382,CC#CCN[C@@H]1C[C@H](NC(=O)c2cc(nn2C)C(F)F)C13CCC3,0
3383,CCC1CC(N)(C(O)CN)CC1c1ccco1,0
3384,Cc1ccc(COc2ccc3nc([C@H]4[C@@H](C(=O)O)C4(C)C)n(Cc5ccc(Br)cc5F)c3c2)nc1,0
3385,CC[C@H](C)NC(=O)c1ccc(NC(=O)c2ccc(C#N)s2)c(C)c1,0
3386,COC(=O)NCC(=O)N[C@H]1CCN([C@@H](C)C1)c2cccc(F)c2C#N,0
3387,C[C@@H](Cn1c(nnc1c2cccnc2)N(CCC#N)CC3CC3)N(C)C(=O)OC(C)(C)C,0
3388,Cc1ncc(N)c2c(C)c(C)c3ncc(s1)-c=2-3,0
3389,Fc1ccc(C(=O)NC2(CCC2)c3ccc(NC(=O)C(=C)C(F)(F)F)cc3)c(F)c1,0
3390,Fc1ccc2cc(sc2c1)C(=O)N3CCC[C@@H](C3)NCC#N,0
3391,O=C(NCCCN(C1CC1)C(=O)C2CCC2)Nc3ccccc3OCC#C,0
3392,O[C@@H](CNc1ccc(c(F)c1F)C(F)(F)F)c2ccc(F)c(F)c2,0
3393,C#CC(C)C1=C2CC=C(C3CN3)C2C(=O)C1,0
3394,CC(O)C1NC(=N)C2(CCC(O)C2)NC1CN,0
3395,CSc1ccc(nc1)c2ccc(nc2)C#N,0
3396,CCC(=O)c1c2CN3C(=O)C4=C(C=C3c2nc5ccccc15)[C@@](O)(CC)C(=O)OC4,0
3397,CCc1oc(C)c(n1)C(=O)N[C@@H]2CC[C@@H](C)N(CC=C)C2,0
3398,CCCC(N)=NCC(CCC)(NC=O)C(C)N,0
3399,COc1ccc(CNC(=O)NCc2onc(c2)C(=O)N)cc1C#N,0
3400,C[C@@H]1CN(C[C@@H]1CNC(=O)C2(CC#C)CCC2)C(=O)C3(CCF)CC3,0
3401,CC(=O)N(C1=NC(=O)\C(=C\c2cc(C)n(c2C)c3ccc(F)cc3)\S1)c4ccccc4,0
3402,CO[P@](=O)(c1cc(C)cc(\C=C\C#N)c1)c2c([nH]c3ccc(Cl)cc23)C(=O)N,0
3403,OC(CN1CCCCCCCCCCCCOC1=O)C(Cc2ccccc2)NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34,0
3404,COc1ccccc1\C(=C\C(=O)OCCC(=C)C)\C,0
3405,CC(C)CC12C=C3CCN(C=N)C3C1(N)C2,0
3406,C[C@H](Cc1ccc(cc1)C#N)C(=O)NCc2ccc(NC(=O)C(F)(F)F)nc2,0
3407,CC1CCC(=O)OC2C=CCC(C)(C)C12C,0
3408,OC(c1ccc(F)cc1)(c2ccc(F)cc2)c3cnn(n3)C(=O)N4C[C@@H](CC[C@@H]4Cc5ccccc5)OCC#C,0
3409,Cc1ccc(Cl)c(OCC(=O)N[C@H](C#N)C(C)(C)C)c1,0
3410,CC(=O)CCOc1cc(O)sc1N(C=N)C=N,0
3411,COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N4[C@@H](CN5CCN(C)CC5)CCC4=O)/c6ccccc6)\C(=O)Nc2c1,0
3412,CN(CCCC#C)CCOc1ccc(Br)cc1,0
3413,CC(C)[C@@H](CCNC(=O)c1cc[nH]c1C)Nc2ccc(cn2)C#N,0
3414,CCCCCOc1cc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(c2cc1OC)c34,0
3415,Cc1cc2[nH]ccc2c(N=C(NC#N)c3ccncc3)n1,0
3416,CN(C)c1cccc(CNCC2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3)n1,0
3417,Fc1ccccc1CC(=O)N2[C@@H]3CC[C@H]2C[C@H](C3)NC(=O)CCC#C,0
3418,C[C@@H](NC(=O)c1ccn(CC(F)F)n1)C2CCN(CCC=C)CC2,0
3419,COC(=O)C1=C(C)N(C)C(=C(C1c2ccc(cc2)C(=O)OC)C(=O)OC)C,0
3420,CC(=C)C(=O)OCCNC(=O)c1cccc2OCCCOc12,0
3421,CC[C@@](C)(NC(=O)c1cc(C)cc(C)c1)C#N,0
3422,CC1C2CNC1C(C)(C)C1CC(CN)N=CN21,0
3423,COC[C@]1(CCCCN1)C(=O)Nc2cc(F)cc(c2)C#N,0
3424,C[C@@H](OC(C)(C)C)[C@H](NC(=O)c1cc2ccccc2cc1NC(=O)Nc3c(C)cc(C)cc3C)C(=O)O,0
3425,CCN([C@@H](C)Cc1noc(n1)c2ccc(F)cc2)C(=O)c3cc(F)ccc3c4ncccn4,0
3426,CCOC(=O)CN(C(=O)CSc1oc(nn1)c2cccc(OC)c2)c3ccc(F)cc3,0
3427,CC(C)OP(=O)(C)CN1CCN(CP(=O)(C)OC(C)C)CC1,0
3428,Cc1sc(NC(=O)c2cnc(N3CCC(CC3)C(=O)O)c(Cl)c2)nc1c4ccc(F)c(c4)C(F)(F)F,0
3429,O=C(NCc1cccc(OCC#N)c1)c2ccccc2Cn3cccn3,0
3430,C[C@H](OCc1ccc(F)cc1)C(=O)Nc2ccc(Oc3cccc(c3)C#N)nc2,0
3431,CC(=C)CCNC1CC2(C1)CC(C2)NC(=O)c3ccccc3F,0
3432,C#CC1C(=O)N(C=N)CCC(N)=NC1(C)C#N,0
3433,FCCOCCOCCOc1ccc(cc1)C#Cc2ccc3NCCc3c2,0
3434,CCOC(=O)c1cc(OC(=O)c2cccc(Cl)c2)n(n1)c3ccccc3,0
3435,FC(F)(F)C(=C)C(=O)N[C@@H]1CCc2nc(NC(=O)c3ccc4COCc4c3)sc2C1,0
3436,CN1[C@@H]2CC[C@H]1C[C@H](C2)NC(c3ccccc3)c4ccc(Cl)cc4,0
3437,N\C(=N/CCS(=O)(=O)NCc1ccccc1)\NCC=C,0
3438,CC(=O)c1ccc(NC(=O)C[C@@H]2SC(=Nc3cccc4ccccc34)N(Cc5cocn5)C2=O)cc1,0
3439,C#CCC1C(=O)OC(CC)C(C)(N)CC1C#C,0
3440,CCC1C(C(C)O)OC2C(=O)NC1(CN)C2C,0
3441,CC(C)(CC#N)C12CC(CO1)N=COCC2=O,0
3442,CC(C)OC(=O)\C=C\c1ccc(O)cc1,0
3443,CCc1cc2nc(C)cc-2c(C(=N)N)cc1C,0
