,SMILES,DBPP_SCORE,SMILES_1
859,COc1cc(F)c(-c2ccc(S(N)(=O)=O)cc2)cc1C(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0.630401854,O=C(NC1=CC=CC(S(=O)(C(F)(F)F)=O)=C1)[C@@H]2[C@H](NC(C3=CC(C4=CC=C(S(=O)(N)=O)C=C4)=C(F)C=C3OC)=O)[C@H]5CC[C@@H]2C5
860,COc1cc(F)c(-c2ccc(C(=O)O)cc2)cc1C(=O)Nc1ccccc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0.783569486,O=C(C1=C(NC(C2=CC(C3=CC=C(C(O)=O)C=C3)=C(F)C=C2OC)=O)C=CC=C1)NC4=CC=CC(S(=O)(C(F)(F)F)=O)=C4
861,COc1cc(F)c(OCCCC(=O)O)cc1C(=O)N[C@H]1[C@@H](C(=O)Nc2cccc(S(=O)(=O)C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.609417857,COC1=CC(F)=C(OCCCC(O)=O)C=C1C(N[C@H]2[C@@H](C(NC3=CC=CC(S(=O)(C(F)(F)F)=O)=C3)=O)[C@@H]4C=C[C@H]2C4)=O
862,COc1cc(F)c(OCCCCC(=O)O)cc1C(=O)N[C@H]1[C@@H](C(=O)Nc2cccc(S(=O)(=O)C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.640297046,COC1=CC(F)=C(OCCCCC(O)=O)C=C1C(N[C@H]2[C@@H](C(NC3=CC=CC(S(=O)(C(F)(F)F)=O)=C3)=O)[C@@H]4C=C[C@H]2C4)=O
863,COc1cc(F)c(Oc2ccc(C(=O)O)cc2)cc1C(=O)N[C@H]1[C@@H](C(=O)Nc2cccc(S(=O)(=O)C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.737242603,O=C(NC1=CC=CC(S(=O)(C(F)(F)F)=O)=C1)[C@@H]2[C@H](NC(C3=CC(OC4=CC=C(C(O)=O)C=C4)=C(F)C=C3OC)=O)[C@H]5C=C[C@@H]2C5
864,COc1cc(F)c(O[C@H]2CC[C@H](C(=O)O)CC2)cc1C(=O)N[C@H]1[C@@H](C(=O)Nc2cccc(S(=O)(=O)C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.456759992,COC1=CC(F)=C(O[C@H]2CC[C@H](C(O)=O)CC2)C=C1C(N[C@H]3[C@@H](C(NC4=CC=CC(S(=O)(C(F)(F)F)=O)=C4)=O)[C@@H]5C=C[C@H]3C5)=O
865,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@H]1[C@@H](C(=O)Nc2cccc(S(=O)(=O)C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.456759992,COC1=CC(F)=C(O[C@H]2CC[C@@H](C(O)=O)CC2)C=C1C(N[C@H]3[C@@H](C(NC4=CC=CC(S(=O)(C(F)(F)F)=O)=C4)=O)[C@@H]5C=C[C@H]3C5)=O
866,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0.697951245,O=C(N[C@H]1[C@H]([C@H]2C[C@@H]1CC2)C(NC3=CC=CC(S(=O)(C(F)(F)F)=O)=C3)=O)C4=CC(O[C@@H]5CC[C@@H](CC5)C(O)=O)=C(F)C=C4OC
867,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@H]1[C@@H](C(=O)Nc2ccc(F)c(S(=O)(=O)C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.414236674,FC(C(S(=O)(C(F)(F)F)=O)=C1)=CC=C1NC([C@@H]2[C@H](NC(C3=CC(O[C@@H]4CC[C@H](C(O)=O)CC4)=C(F)C=C3OC)=O)[C@H]5C=C[C@@H]2C5)=O
868,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@H]1[C@@H](C(=O)Nc2ccc(F)c(C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.540253002,FC(C=C1)=C(C(F)(F)F)C=C1NC([C@@H]2[C@H](NC(C3=CC(O[C@@H]4CC[C@H](C(O)=O)CC4)=C(F)C=C3OC)=O)[C@H]5C=C[C@@H]2C5)=O
869,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@@H]1[C@H](C(=O)Nc2ccc(F)c(C(F)(F)F)c2)[C@H]2C=C[C@@H]1C2,0.540253002,FC(C(C(F)(F)F)=C1)=CC=C1NC([C@H]2[C@@H](NC(C3=CC(O[C@@H]4CC[C@H](C(O)=O)CC4)=C(F)C=C3OC)=O)[C@@H]5C=C[C@H]2C5)=O
870,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@H]1[C@H](C(=O)Nc2ccc(F)c(C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.540253002,FC(C(C(F)(F)F)=C1)=CC=C1NC([C@H]2[C@H](NC(C3=CC(O[C@@H]4CC[C@H](C(O)=O)CC4)=C(F)C=C3OC)=O)[C@H]5C=C[C@@H]2C5)=O
871,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1cccc(C(F)F)c1,0.729354603,O=C(NC1=CC=CC(C(F)F)=C1)[C@@H]2[C@H](NC(C3=CC(O[C@H]4CC[C@@H](C(O)=O)CC4)=C(C=C3OC)F)=O)[C@H]5CC[C@@H]2C5
872,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1ccccc1,0.158962749,O=C(N[C@H]1[C@H]([C@H]2C[C@@H]1CC2)C(NC3=CC=CC=C3)=O)C4=CC(O[C@H]5CC[C@H](CC5)C(O)=O)=C(F)C=C4OC
873,COc1cc(F)c(O[C@H]2CC[C@@H](C(=O)O)CC2)cc1C(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1ccncc1,0.413886073,O=C(N[C@H]1[C@H]([C@H]2C[C@@H]1CC2)C(NC3=CC=NC=C3)=O)C4=CC(O[C@H]5CC[C@H](CC5)C(O)=O)=C(F)C=C4OC
874,COc1cc(F)c(O[C@H]2CC[C@@](C)(C(=O)O)CC2)cc1C(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0.683274839,O=C(C1=CC(O[C@@H]2CC[C@](C(O)=O)(CC2)C)=C(F)C=C1OC)N[C@@H]3[C@@H]4C[C@@H](CC4)[C@@H]3C(NC5=CC=CC(S(=O)(C(F)(F)F)=O)=C5)=O
875,COc1cc(F)c(O[C@H]2CC[C@](C)(C(=O)O)CC2)cc1C(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0.683274839,FC1=C(C=C(C(N[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(NC4=CC=CC(S(=O)(C(F)(F)F)=O)=C4)=O)=O)C(OC)=C1)O[C@@H]5CC[C@](C(O)=O)(C)CC5
876,COc1cc(F)c(C(=O)N2CCC(C)(C(=O)O)CC2)cc1C(=O)N[C@H]1[C@@H](C(=O)Nc2cccc(S(=O)(=O)C(F)(F)F)c2)[C@@H]2C=C[C@H]1C2,0.45082266,O=C(NC1=CC=CC(S(=O)(C(F)(F)F)=O)=C1)[C@@H]2[C@H](NC(C3=CC(C(N4CCC(C)(C(O)=O)CC4)=O)=C(F)C=C3OC)=O)[C@H]5C=C[C@@H]2C5
877,COc1cc(F)c(O[C@H]2CC[C@@](C)(C(=O)O)CC2)cc1C(=O)N[C@@H]1C[C@@H](OC)C[C@@H]1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0.440405123,O=C(O)[C@@]1(C)CC[C@@H](OC2=C(F)C=C(OC)C(C(N[C@H]3[C@@H](C(NC4=CC=CC(S(=O)(C(F)(F)F)=O)=C4)=O)C[C@H](OC)C3)=O)=C2)CC1
878,COc1cc(F)c(O[C@H]2CC[C@@](C)(C(=O)O)CC2)cc1C(=O)N[C@@H]1COC[C@@H]1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0.401180046,O=C(N[C@H]1[C@@H](C(NC2=CC=CC(S(=O)(C(F)(F)F)=O)=C2)=O)COC1)C3=CC(O[C@@H]4CC[C@](C)(C(O)=O)CC4)=C(F)C=C3OC
879,COc1cc(F)c(O[C@H]2CC[C@@](C)(C(=O)O)CC2)cc1C(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)Nc1ccc(F)c(S(F)(F)(F)(F)F)c1,0.504732895,COC1=CC(F)=C(O[C@H]2CC[C@](C(O)=O)(C)CC2)C=C1C(N[C@H]3[C@@H](C(NC4=CC=C(F)C(S(F)(F)(F)(F)F)=C4)=O)[C@@H]5CC[C@H]3C5)=O
880,COc1cc(F)c(O[C@H]2CC[C@@](C)(C(=O)O)CC2)cc1C(=O)N[C@H]1[C@@H]2CC[C@@H](C2)[C@H]1C(=O)Nc1ccc(F)c(S(F)(F)(F)(F)F)c1,0.504732895,COC1=CC(F)=C(O[C@H]2CC[C@](C(O)=O)(C)CC2)C=C1C(N[C@@H]3[C@H](C(NC4=CC=C(F)C(S(F)(F)(F)(F)F)=C4)=O)[C@H]5CC[C@@H]3C5)=O
881,COc1cc(F)c(O[C@H]2CC[C@@](C)(C(=O)O)CC2)cc1C(=O)N[C@@H]1CCC[C@@H]1C(=O)Nc1ccc(F)c(S(F)(F)(F)(F)F)c1,0.552573948,COC1=CC(F)=C(O[C@H]2CC[C@](C(O)=O)(C)CC2)C=C1C(N[C@H]3[C@@H](C(NC4=CC=C(F)C(S(F)(F)(F)(F)F)=C4)=O)CCC3)=O
882,COc1cccc(CC(=O)Nc2cc(-c3ccnc(F)c3)cs2)c1,0.00099673,FC1=CC(C2=CSC(NC(CC3=CC=CC(OC)=C3)=O)=C2)=CC=N1
883,C[C@@H](N)C1CCC(C(=O)Nc2ccncc2)CC1,0.961325055,C[C@@H](N)C1CCC(CC1)C(=O)Nc1ccncc1
884,O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1,0.012200782,Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1
885,CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(-c3ccnc(F)c3)cs2)c1,0.006253064,CS(=O)(=O)Nc1cccc(c1)CC(=O)Nc1cc(cs1)-c1ccnc(c1)F
886,COc1cccc(CC(=O)Nc2cc(-c3ccnc(F)c3)cs2)c1,0.00099673,COc1cccc(c1)CC(=O)Nc1cc(cs1)-c1ccnc(c1)F
887,COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccnc(F)c3)cc2)c1,0.007419505,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(cc1)-c1ccnc(c1)F
888,COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccnc(F)c3)cn2)c1,0.002955456,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(cn1)-c1ccnc(c1)F
889,COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccnc(F)c3)nc2)c1,0.002422523,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(nc1)-c1ccnc(c1)F
890,COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccnc(F)c3)nn2)c1,0.00186726,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(nn1)-c1ccnc(c1)F
891,COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccncc3)cc2)c1,0.005910323,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(cc1)-c1ccncc1
892,COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccncc3)nc2)c1,0.00202916,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(nc1)-c1ccncc1
893,COc1cccc([C@@H](C)NC(=O)N2CCC(c3ccncc3)CC2)c1,0.010625015,COc1cccc(c1)[C@@H](C)NC(=O)N1CCC(CC1)c1ccncc1
894,COc1cccc([C@@H](C)NC(=O)N2CC[C@H](c3ccncc3)C[C@H]2C)c1,0.009339858,COc1cccc(c1)[C@@H](C)NC(=O)N1CC[C@@H](C[C@H]1C)c1ccncc1
895,COc1cccc([C@@H](C)NC(=O)N2CC[C@@H](c3ccncc3)C[C@@H]2C)c1,0.009339858,COc1cccc(c1)[C@@H](C)NC(=O)N1CC[C@H](C[C@@H]1C)c1ccncc1
896,COc1cccc([C@@H](C)NC(=O)N2CC[C@H](c3ccncc3)C[C@@H]2C)c1,0.009339858,COc1cccc(c1)[C@@H](C)NC(=O)N1CC[C@@H](C[C@@H]1C)c1ccncc1
897,COc1cccc([C@@H](C)NC(=O)N2CC[C@@H](c3ccncc3)C[C@H]2C)c1,0.009339858,COc1cccc(c1)[C@@H](C)NC(=O)N1CC[C@H](C[C@H]1C)c1ccncc1
898,COc1cccc([C@@H](C)NC(=O)[C@H]2CC[C@H](c3ccncc3)CC2)c1,0.036235288,COc1cccc(c1)[C@@H](C)NC(=O)[C@H]1CC[C@@H](CC1)c1ccncc1
899,COc1cccc([C@@H](C)NC(=O)[C@H]2CC[C@@H](c3ccncc3)CC2)c1,0.036235288,COc1cccc(c1)[C@@H](C)NC(=O)[C@H]1CC[C@H](CC1)c1ccncc1
900,COc1cccc([C@@H](C)NC(=O)[C@H]2CC[C@H](c3ccncc3)C[C@H]2C)c1,0.014593475,COc1cccc(c1)[C@@H](C)NC(=O)[C@H]1CC[C@@H](C[C@H]1C)c1ccncc1
901,COc1cccc([C@@H](C)NC(=O)[C@@H]2CC[C@@H](c3ccncc3)C[C@@H]2C)c1,0.014593475,COc1cccc(c1)[C@@H](C)NC(=O)[C@@H]1CC[C@H](C[C@@H]1C)c1ccncc1
902,COc1cccc([C@@H](C)NC(=O)N2CCN(c3ccncc3)CC2)c1,0.012643273,COc1cccc(c1)[C@@H](C)NC(=O)N1CCN(CC1)c1ccncc1
903,COc1cccc([C@@H](C)NC(=O)N2CCN(c3ccncc3)C(=O)C2)c1,0.001752551,COc1cccc(c1)[C@@H](C)NC(=O)N1CCN(C(=O)C1)c1ccncc1
904,COc1cccc([C@@H](C)NC(=O)N2CCN(c3ccncc3F)CC2)c1,0.008051371,COc1cccc(c1)[C@@H](C)NC(=O)N1CCN(CC1)c1ccncc1F
905,COc1cccc([C@@H](C)NC(=O)N2CCC(c3ccncc3F)CC2)c1,0.022795374,COc1cccc(c1)[C@@H](C)NC(=O)N1CCC(CC1)c1ccncc1F
906,COc1cccc([C@@H](C)NC(=O)N2CCN(c3ccncc3F)C[C@H]2C)c1,0.007097806,COc1cccc(c1)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccncc1F
907,COc1ccc(F)c([C@@H](C)NC(=O)N2CCN(c3ccncc3F)C[C@H]2C)c1,0.003778134,COc1ccc(c(c1)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccncc1F)F
908,COc1ccc(Cl)c([C@@H](C)NC(=O)N2CCN(c3ccncc3F)C[C@H]2C)c1,0.02292551,COc1ccc(c(c1)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccncc1F)Cl
909,COc1cc(F)cc([C@@H](C)NC(=O)N2CCN(c3ccncc3F)C[C@H]2C)c1,0.070202709,COc1cc(cc(c1)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccncc1F)F
910,COc1cc([C@@H](C)NC(=O)N2CCN(c3ccncc3F)C[C@H]2C)ccc1F,0.192541959,COc1cc(ccc1F)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccncc1F
911,COc1cccc([C@@H](C)NC(=O)N2CCN(c3ccncc3F)C[C@H]2C)c1F,0.106738435,COc1cccc(c1F)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccncc1F
912,C[C@@H]1CN(c2ccncc2F)CCN1C(=O)N[C@H](C)c1cccc2nccn12,0.362131719,C[C@@H]1CN(CCN1C(=O)N[C@H](C)c1cccc2nccn12)c1ccncc1F
913,C[C@@H]1CN(c2ccncc2F)CCN1C(=O)N[C@H](C)c1cccn2nccc12,0.007514416,C[C@@H]1CN(CCN1C(=O)N[C@H](C)c1cccn2nccc12)c1ccncc1F
914,COc1cccc([C@@H](C)NC(=O)N2CCN(c3ccnc(F)c3)C[C@H]2C)c1,0.026814417,COc1cccc(c1)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccnc(c1)F
915,COc1cccc([C@@H](C)NC(=O)N2CCN(c3ccncn3)C[C@H]2C)c1,0.001016689,COc1cccc(c1)[C@@H](C)NC(=O)N1CCN(C[C@H]1C)c1ccncn1
916,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,0.00697183,"CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
"
917,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cc4)c3)cc21,0.219078203,CC(C)N1N=NC2=CC=C(C=C12)C1=CC=NC(NC2=CC=C(C=C2)C(=O)N2CCOCC2)=C1
918,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cc4F)c3)cc21,0.990387189,CC(C)N1N=NC2=CC=C(C=C12)C1=CC=NC(NC2=CC=C(C=C2F)C(=O)N2CCOCC2)=C1
919,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cc4C(F)(F)F)c3)cc21,0.721041063,CC(C)N1N=NC2=CC=C(C=C12)C1=CC=NC(NC2=CC=C(C=C2C(F)(F)F)C(=O)N2CCOCC2)=C1
920,COc1cc(C(=O)N2CCOCC2)ccc1Nc1cc(-c2ccc3nnn(C(C)C)c3c2)ccn1,0.163665209,COC1=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C(C)C)C=CC(=C1)C(=O)N1CCOCC1
921,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cn4)c3)cc21,0.982399805,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=NC=C(C=C2)C(=O)N2CCOCC2)=C1
922,CC(C)(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cc4)c3)cc21,0.034365626,CC(C)(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=CC=C(C=C2)C(=O)N2CCOCC2)=C1
923,CC(C)(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cc4F)c3)cc21,0.288085863,CC(C)(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=C(F)C=C(C=C2)C(=O)N2CCOCC2)=C1
924,CC(C)(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cc4C(F)(F)F)c3)cc21,0.620891052,CC(C)(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=C(C=C(C=C2)C(=O)N2CCOCC2)C(F)(F)F)=C1
925,COc1cc(C(=O)N2CCOCC2)ccc1Nc1cc(-c2ccc3nnn(C(C)(C)C)c3c2)ccn1,0.04733169,COC1=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C(C)(C)C)C=CC(=C1)C(=O)N1CCOCC1
926,CC(C)(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cn4)c3)cc21,0.031316659,CC(C)(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=NC=C(C=C2)C(=O)N2CCOCC2)=C1
927,O=C(c1ccc(Nc2cc(-c3ccc4nnn(C5CCCC5)c4c3)ccn2)cc1)N1CCOCC1,0.020784847,O=C(N1CCOCC1)C1=CC=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCC2)C=C1
928,O=C(c1ccc(Nc2cc(-c3ccc4nnn(C5CCCC5)c4c3)ccn2)c(F)c1)N1CCOCC1,0.480857408,FC1=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCC2)C=CC(=C1)C(=O)N1CCOCC1
929,O=C(c1ccc(Nc2cc(-c3ccc4nnn(C5CCCC5)c4c3)ccn2)c(C(F)(F)F)c1)N1CCOCC1,0.705721954,FC(F)(F)C1=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCC2)C=CC(=C1)C(=O)N1CCOCC1
930,COc1cc(C(=O)N2CCOCC2)ccc1Nc1cc(-c2ccc3nnn(C4CCCC4)c3c2)ccn1,0.026282581,COC1=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCC2)C=CC(=C1)C(=O)N1CCOCC1
931,O=C(c1ccc(Nc2cc(-c3ccc4nnn(C5CCCC5)c4c3)ccn2)nc1)N1CCOCC1,0.012647715,O=C(N1CCOCC1)C1=CN=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCC2)C=C1
932,O=C(c1ccc(Nc2cc(-c3ccc4nnn(C5CCCCC5)c4c3)ccn2)cc1)N1CCOCC1,0.098066545,O=C(N1CCOCC1)C1=CC=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCCC2)C=C1
933,O=C(c1ccc(Nc2cc(-c3ccc4nnn(C5CCCCC5)c4c3)ccn2)c(F)c1)N1CCOCC1,0.161409822,FC1=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCCC2)C=CC(=C1)C(=O)N1CCOCC1
934,O=C(c1ccc(Nc2cc(-c3ccc4nnn(C5CCCCC5)c4c3)ccn2)c(C(F)(F)F)c1)N1CCOCC1,0.428175089,FC(F)(F)C1=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCCC2)C=CC(=C1)C(=O)N1CCOCC1
935,COc1cc(C(=O)N2CCOCC2)ccc1Nc1cc(-c2ccc3nnn(C4CCCCC4)c3c2)ccn1,0.710689547,COC1=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCCC2)C=CC(=C1)C(=O)N1CCOCC1
936,O=C(c1ccc(Nc2cc(-c3ccc4nnn(C5CCCCC5)c4c3)ccn2)nc1)N1CCOCC1,0.013075902,O=C(N1CCOCC1)C1=CN=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C2CCCCC2)C=C1
937,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCN(C)CC5)cn4)c3)cc21,0.976558293,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=NC=C(C=C2)C(=O)N2CCN(C)CC2)=C1
938,CCN1CCN(C(=O)c2ccc(Nc3cc(-c4ccc5nnn(C(C)C)c5c4)ccn3)nc2)CC1,0.888604482,CCN1CCN(CC1)C(=O)C1=CN=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C(C)C)C=C1
939,CC(C)N1CCN(C(=O)c2ccc(Nc3cc(-c4ccc5nnn(C(C)C)c5c4)ccn3)nc2)CC1,0.977183342,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=NC=C(C=C2)C(=O)N2CCN(CC2)C(C)C)=C1
940,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCNC(=O)C5)cn4)c3)cc21,0.949400045,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=NC=C(C=C2)C(=O)N2CCNC(=O)C2)=C1
941,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCCC5)cn4)c3)cc21,0.977437092,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=NC=C(C=C2)C(=O)N2CCCC2)=C1
942,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCCN(C)CC5)cn4)c3)cc21,0.967929719,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=NC=C(C=C2)C(=O)N2CCCN(C)CC2)=C1
943,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCOCC5)cn4)c3)cc21,0.982399805,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=CC=C(C=N2)C(=O)N2CCOCC2)=C1
944,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCN(C)CC5)cn4)c3)cc21,0.976558293,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=CC=C(C=N2)C(=O)N2CCN(C)CC2)=C1
945,CCN1CCN(C(=O)c2ccc(Nc3cc(-c4ccc5nnn(C(C)C)c5c4)ccn3)nc2)CC1,0.888604482,CCN1CCN(CC1)C(=O)C1=CC=C(NC2=CC(=CC=N2)C2=CC3=C(C=C2)N=NN3C(C)C)N=C1
946,CC(C)N1CCN(C(=O)c2ccc(Nc3cc(-c4ccc5nnn(C(C)C)c5c4)ccn3)nc2)CC1,0.977183342,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=CC=C(C=N2)C(=O)N2CCN(CC2)C(C)C)=C1
947,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCNC(=O)C5)cn4)c3)cc21,0.949400045,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=CC=C(C=N2)C(=O)N2CCNC(=O)C2)=C1
948,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCCC5)cn4)c3)cc21,0.977437092,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=CC=C(C=N2)C(=O)N2CCCC2)=C1
949,CC(C)n1nnc2ccc(-c3ccnc(Nc4ccc(C(=O)N5CCCN(C)CC5)cn4)c3)cc21,0.967929719,CC(C)N1N=NC2=C1C=C(C=C2)C1=CC=NC(NC2=CC=C(C=N2)C(=O)N2CCCN(C)CC2)=C1
950,c1ccc(Oc2ccc(-c3cnc[nH]3)cc2)cc1,0.182378443,C1=NC=C(N1)c2ccc(cc2)Oc3ccccc3
951,c1ccc(Oc2ccc(-c3ncco3)cc2)cc1,0.154860541,C1=COC(=N1)c2ccc(cc2)Oc3ccccc3
952,Fc1cc(-c2cc[nH]n2)cnc1Oc1ccccc1,0.005915598,Fc1cc(cnc1Oc2ccccc2)C3C=CNN=3
953,c1ccc(Oc2ccc(-c3ccn[nH]3)cc2)cc1,0.148715639,C1C=C(NN=1)c2ccc(cc2)Oc3ccccc3
954,c1ccc(Oc2ccc(-c3ccn[nH]3)nc2)cc1,0.008602448,C1C=C(NN=1)c2ccc(cn2)Oc3ccccc3
955,c1ccc(Oc2ccc(-c3ccn[nH]3)cn2)cc1,0.004411647,C1C=C(NN=1)c2ccc(nc2)Oc3ccccc3
956,c1ccc(Oc2ccc(-c3ccn[nH]3)cc2)nc1,0.015652031,C1C=C(NN=1)c2ccc(cc2)Oc3ccccn3
957,c1cncc(Oc2ccc(-c3ccn[nH]3)cc2)c1,0.005118881,C1C=C(NN=1)c2ccc(cc2)Oc3cccnc3
958,c1cncc(Oc2ccc(-c3cc[nH]n3)nc2)c1,0.002040043,C1=CC(=NN1)c2ccc(cn2)Oc3cccnc3
959,c1cncc(Oc2ccc(-c3cc[nH]n3)cn2)c1,0.009398727,C1=CC(=NN1)c2ccc(nc2)Oc3cccnc3
