SMILES,phase
CN(CC(=O)O)C(=N)N,3
Cc1oc(=O)oc1COC(=O)C1=C(C2CCCO2)SC2C(C(C)O)C(=O)N12,3
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,3
O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,3
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,3
CC(O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,3
CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)NC(C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,3
O=C(O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1,3
COc1ccnc(CS(=O)c2nc3ccc(-n4cccc4)cc3[nH]2)c1C,3
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,3
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,3
COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,3
COc1ccc(CC2OC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,3
NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,3
NS(=O)(=O)NCCNc1nonc1C(=Nc1ccc(F)c(Br)c1)NO,3
C=CC(=O)N1CC(Nc2ncnc3[nH]ccc23)CCC1C,3
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,3
NC(=O)c1cccnc1,3
Cc1cc(N2CCc3cc(F)ccc3C2)cc(C)c1NC(=O)CC(C)(C)C,3
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,3
O=C1c2c(O)c(=O)ccn2N(C2c3ccccc3SCc3c2ccc(F)c3F)C2COCCN12,3
CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CC2CC2(c2cc(C(F)(F)F)on2)C1)C(F)(F)F,3
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,3
CC(NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,3
CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,3
O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,3
O=C(CCCC(=O)NCCc1ncc[nH]1)NCCc1ncc[nH]1,3
CC1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,3
CNCc1ccccc1,3
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,3
CC(CCC(C)(O)C(F)(F)F)C1CCC2C3CC=C4CC(C)(O)CCC4(C)C3CCC12C,3
Cn1cncc1C(N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,3
CCCCCCCCCCCCCCCCOC(=O)COc1cccc2c1CC1CC(O)C(CCC(O)CCCCC)C1C2,3
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4,3
CNC(=O)c1cc(F)c(-c2nc3cc(C)ccn3c2CC2CN(C(=O)OC)CCO2)c(F)c1,3
COC(=O)c1cccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,3
CC(=O)NCCOC(=O)C(Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,3
O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,3
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,3
CC(=O)NC1(c2ccccc2)CCN(CCC(CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,3
FS(F)(F)(F)(F)F,3
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)CC)C(C)CC)C(=O)NC(C)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(N)=O)C(C)O)C(C)CC)C(C)O,3
CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1C(C)=CC(O)CC1(C)C,3
CC(CC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,3
CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,3
CCOC(=O)N1c2ccc(C(F)(F)F)cc2C(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)O)cn2)CC1CC,3
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,3
CC(C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1,3
c1cc(-c2nc3ccc(-c4ccc5nc(-c6ccncc6)[nH]c5c4)cc3[nH]2)ccn1,3
c1ccc2cc(C34CNCC3C4)ccc2c1,3
COc1cc(OC)nc(OC(C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,3
OCC(O)CN1CCN(c2ccccc2)CC1,3
NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,3
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,3
Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O,3
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,3
CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,3
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,3
COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,3
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,3
O=c1cc[nH]c(=O)[nH]1,3
O=C1C(CC=C(CO)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,3
CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,3
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,3
COC(=O)C12CCC(C)(C)CC1C1C(=O)C=C3C4(C)C=C(C#N)C(=O)C(C)(C)C4CCC3(C)C1(C)CC2,3
CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O,3
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,3
C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC,3
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,3
NN=c1[nH][nH]c(=NN)c2ccccc12,3
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,3
CC(C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,3
Cn1cnc2c1c(=O)[nH]c(=O)n2C,3
c1ccc2c(c1)OCC(C1=NCCN1)O2,3
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,3
Cn1c(=O)oc2ccc(-c3ccc(CC(C#N)NC(=O)C4CNCCCO4)cc3)cc21,3
CS(=O)(=O)n1cc2c(n1)CN(C1COC(c3cc(F)ccc3F)C(N)C1)C2,3
NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,3
Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1,3
NCC(=O)N1CC(NC(=O)c2ccccc2)CC1C(=O)O,3
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,3
CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,3
C#Cc1cnc2nc(O)n(C(CC)CC)c2n1,3
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3
CCC(C)C1C(=O)NC(C2Cc3ccccc3C2)C(=O)N1C(C(=O)N1CCOCC1)c1coc(C)n1,3
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,3
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,3
C#CC1(CO)OC(n2cnc3c(N)nc(F)nc32)CC1O,3
CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,3
CC1=C2CC3C(CCC4CC(NS(C)(=O)=O)CCC43C)C2CCC2(C1)OC1CC(C)CNC1C2C,3
CCc1ccc(Cc2ccc3c(c2)C2(OC3)OC(CO)C(O)C(O)C2O)cc1,3
CCN(CC)CCN1CCc2[nH]c(C=C3C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,3
CC12CCC(CC1)C(C)(C)O2,3
CC(C)(CC(=O)N1CCCC1)NCC(=O)N1CC(F)CC1C#N,3
CC(C)C(N)C(=O)N1CCCC1B(O)O,3
CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,3
CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,3
CC(C)(N)CNC(=O)CC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,3
COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)OC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1C,3
CCOC(=O)N1c2ccc(C(F)(F)F)cc2C(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)CC1CC,3
O=C(NC1CN2CCC1CC2)c1cc2cccc(Cl)c2s1,3
CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCCCNC(=O)CCC(NC(=O)CCCCCCCCCCCCCCC(=O)O)C(=O)O)C(=O)O)C(C)O)CSSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,3
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,3
O=C(O)CC1CCC(c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,3
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,3
O=C(O)CCCC(=O)NCCc1cnc[nH]1,3
O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,3
Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCCC3C#N)cn2n1,3
CCC1OC(=O)C(C)(F)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)OC12C,3
CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F,3
CC(C)CC(C(=O)Nc1ccn(CC(O)CO)n1)N1CC(Oc2ccccc2Cl)=CC1=O,3
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,3
COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,3
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OC(=O)CCC(=O)O)c(C(C)(C)C)c1,3
C=C(F)C(=O)N1CCN(c2nc(OCC3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)CC1CC#N,3
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,3
CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,3
COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,3
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,3
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,3
CCOc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1C1CNC(=O)C1,3
CC(O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,3
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,3
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3
CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1,3
NS(=O)(=O)NCCNc1nonc1C(=NO)Nc1ccc(F)c(Br)c1,3
COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,3
O=C(NC1CCC(c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,3
C[N+]1(CC2CC2)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3
CC1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,3
CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,3
CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,3
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,3
CCC(C)Nc1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12,3
CC12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,3
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CC[S+]([O-])C3)SC12,3
OCCNCCO,3
CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1,3
O=C(C1CC(N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,3
CN1CC(=O)NC1=N,3
COc1c(N2CC(C)CC(N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,3
CC(OC1CCC2CN(C3=CC(=O)CC3)CC2C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,3
CC(O)C1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)C(C)C12,3
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OCC3CC(=O)O)c1,3
Cc1cc(CC(NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,3
CC1CN(C(=O)CC#N)C12CCN(c1ncnc3[nH]ccc13)C2,3
CC1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,3
Cc1cc(C)c2c(c1)C(N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2CC1CCC(C(=O)O)CC1,3
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,3
CC1CN2c3c(cc4c(N5C(=O)OCC5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1,3
CC1CNC(C2CC2)C(=O)N(C)C(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1,3
CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,3
CC1Cc2c([nH]c3ccccc23)C(c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,3
Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)O)c(C)c34)ccc2[nH]1,3
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,3
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(n3cnnn3)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,3
O=C(O)C(c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1,3
O=C(O)c1ccc2c(c1)CCCC(c1ccc(Cl)cc1Cl)=C2c1ccc(OC2CCN(CCCF)C2)cc1,3
Nc1ccn(C2COC(CO)S2)c(=O)n1,3
C1COC(NC(C2CC2)C2CC2)=N1,3
CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,3
CCCCC1OC(=O)c2ccccc21,3
CCCCCCCC(=O)OCC(NC(=O)CNC(=O)C(N)CCCNC(=N)N)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCC(N)=O)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)N1CCCC1C(=O)O,3
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,3
CC(C(=O)O)c1ccc(C=C2CCCCC2=O)cc1,3
CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,3
C=CC1CC1(NC(=O)C1CC(Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,3
CC(=O)N1CCN(C2CCN(C(=O)N(C)C(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(F)cc3C)C2)CC1,3
CNC1Cc2cccc3[nH]c(=O)n(c23)C1,3
CN1CCc2cc(Cl)c(O)cc2C2c3ccccc3CCC21,3
O=C1NS(=O)(=O)c2ccccc21,3
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,3
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O,3
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,3
CON=C1CC(CO)N(C(=O)c2ccc(-c3ccccc3C)cc2)C1,3
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,3
O=C(O)C=Cc1ccc(Cn2ccnc2)cc1,3
O=C(O)C1C2CCC(CC2)C1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,3
OCC1OC(c2ccc(F)c(Cc3cc4ccccc4s3)c2)C(O)C(O)C1O,3
Nc1ncc2ncn(CC3(OCP(=O)(O)O)CC3)c2n1,3
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,3
COC(=O)NCCCn1nc(C(C)N(C(=O)C2CNCCO2)C2CC2)c2ccc(C)nc21,3
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,3
Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,3
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,3
CNC(C)C(=O)NC1CN(C(=O)CC(C)C)CCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,3
CN1Cc2cc(Cl)ccc2-n2c(nnc2C2CCC(Oc3ccccn3)CC2)C1,3
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,3
NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,3
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O,3
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,3
COc1ccc(F)cc1CC(O)(C1CCOCC1)C1CNCCO1,3
COCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(OC)c5c4C2(CCN3C)C1O5,3
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3
O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12,3
CCC(C)C1NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CO)NC(=O)C(N)CC(=O)O)C(C)C)C(C)CC)CSSCC2NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C3CCC(=O)N3)CSSCC(NC(=O)CNC(=O)C(C(C)C)NC(=O)C(Cc3cnc[nH]3)NC2=O)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccccc2)C(=O)NC(C(=O)O)CSSCC(C(=O)NCC(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CO)C(=O)O)C(C)O)NC1=O,3
CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,3
CCCCCCCCNC(=O)OCC(COP(=O)(O)CCCCCCCC)OC(=O)NCCCCCCCC,3
CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,3
CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,3
CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3OC3OC(C(=O)O)C(O)C(O)C3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(OC2OC(CO)C(O)C(O)C2O)cc(O)cc1C(C(=O)NCCCN(C)C)NC3=O,3
