,SMILES,Molskill
1048,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3=CC=C(OC(F)(F)F)C=C3)C(OC)=C1,0.6332246
1049,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC=C(O)C=C3,5.208963
1050,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC=C(C(O)=O)C=C3,6.4591374
1051,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3=CC=C(OCO4)C4=C3)C(OC)=C1,7.5508857
1052,NC1=NC(N)=NC=C1OC2=C(C(C)C)C=C(OC)C(C3=CC(OCCO4)=C4C=C3)=C2,-1.8420928
1053,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC=C(C(C)C)C=C3,0.88739455
1054,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC=C(OC)C=C3,2.9169273
1055,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC=C(C(C)(C)C)C=C3,-2.1601098
1056,NC1=NC(N)=NC=C1OC2=C(C(C)C)C=C(OC)C(C3=CC=C(C4=CC=CC=C4)C=C3)=C2,0.65409863
1057,NC1=NC(N)=NC=C1OC2=C(C(C)C)C=C(OC)C(C3=CC=NC=C3)=C2,-0.8500432
1058,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC=CC(C(F)(F)F)=C3,3.3765097
1059,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3,9.530024
1060,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC(F)=CC(F)=C3,2.2689228
1061,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C3=CC(Cl)=CC(Cl)=C3,-0.23524785
1062,NC1=NC(N)=NC=C1OC2=C(C(C)C)C=C(OC)C(C3=CC(C)=CC(C)=C3)=C2,8.03436
1063,NC1=NC(N)=NC=C1OC2=C(C(C)C)C=C(OC)C(C3=CC(OC)=CC(OC)=C3)=C2,10.774658
1064,NC1=NC(N)=NC=C1OC2=C(C(C)C)C=C(OC)C(C3=CC=C(Cl)C(Cl)=C3)=C2,-2.4143836
1065,NC1=NC(N)=NC=C1OC2=C(C(C)C)C=C(OC)C(C3=CC=C(Cl)C(C(F)(F)F)=C3)=C2,2.861525
1066,NC1=NC(N)=NC=C1OC2=C(C(C)C)C=C(OC)C(C3=CC=C(C(F)(F)F)C(Cl)=C3)=C2,3.3709164
1067,COC1=CC(C(C)C)=C(OC2=CN=C(N)N=C2N)C=C1C,5.315346
1068,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(CC)C(OC)=C1,14.625487
1069,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3CC3)C(OC)=C1,-0.6567339
1070,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(CC(C)C)C(OC)=C1,5.9207788
1071,CC(C)C1=C(OC2=CN=C(NC(C)=O)N=C2NC(C)=O)C=C(I)C(OC)=C1,-4.833598
1072,CC(CC)C1=C(OC2=CN=C(N)N=C2N)C=C(CC)C(OC)=C1,12.39207
1073,NC1=NC(N)=NC=C1OC2=CC=C(OC)C(C3=CC=C(C(F)(F)F)C=C3)=C2,0.27184403
1074,NC1=NC(N)=NC=C1OC2=CC=C(OC)C(C3=CC=C(OC(F)(F)F)C=C3)=C2,0.5554658
1075,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3=CC=C(C(F)(F)F)C=C3)C(OCCCC)=C1,3.2325249
1076,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3=CC=C(C(C)C)C=C3)C(OCCCC)=C1,1.2358855
1077,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3=CC(Cl)=CC(Cl)=C3)C(OCCCC)=C1,1.1479477
1078,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3=CC=C(C(C)C)C=C3)C(OCC4CC4)=C1,-1.8771893
1079,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3=CC=C(OC(F)(F)F)C=C3)C(OCC4CC4)=C1,-2.5724857
1080,CC(C)C1=C(OC2=CN=C(N)N=C2N)C=C(C3=CC(Cl)=CC(Cl)=C3)C(OCC4CC4)=C1,-0.52143216
1081,COC1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)/C=C/C3=CC=C(C=C3)Br,2.8297005
1082,BrC1=CC=C(/C=C/C(N2C3CN(C(C4=CC=C(OC)C=C4)=O)CC2CC3)=O)C=C1,6.440191
1083,BrC1=CC=C(/C=C/C(N2C3CN(C(C4=CC=C(OC)C=C4)=O)C(CC3)C2)=O)C=C1,10.109054
1084,BrC1=CC=C(/C=C/C(NC2(C3)CC3(NC(C4=CC=C(OC)C=C4)=O)C2)=O)C=C1,11.224231
1085,BrC1=CC=C(/C=C/C(N2CCC(CNC(C3=CC=C(OC)C=C3)=O)CC2)=O)C=C1,4.65007
1086,BrC1=CC=C(/C=C/C(N2CCC(CNC(C3=CC=C(OC)C=C3)=O)(F)CC2)=O)C=C1,-1.1180613
1087,BrC1=CC=C(/C=C/C(N2CCC(CC(NC3=CC=C(OC)C=C3)=O)CC2)=O)C=C1,11.03384
1088,BrC1=CC=C(/C=C/C(N2CCC(C(F)(F)C(NC3=CC=C(OC)C=C3)=O)CC2)=O)C=C1,0.46128905
1089,BrC1=CC=C(/C=C/C(N2CCC(CC(NC3=CC=C(OC)C=C3)=O)C(F)(F)C2)=O)C=C1,6.517278
1090,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N(C)C=N4)C4=C3)=O)CC2)=O)C=C1,2.8870983
1091,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(C)N4)C4=C3)=O)CC2)=O)C=C1,-0.8161746
1092,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(S)N4)C4=C3)=O)CC2)=O)C=C1,4.203755
1093,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(NC(N4)=O)C4=C3)=O)CC2)=O)C=C1,-0.5641271
1094,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(C=CN4C)C4=C3)=O)CC2)=O)C=C1,6.9432244
1095,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(C=C(C)N4)C4=C3)=O)CC2)=O)C=C1,5.721302
1096,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(C(C)=CN4)C4=C3)=O)CC2)=O)C=C1,0.39707124
1097,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=CS4)C4=C3)=O)CC2)=O)C=C1,5.8015475
1098,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(N)S4)C4=C3)=O)CC2)=O)C=C1,4.653477
1099,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(C(F)(F)F)S4)C4=C3)=O)CC2)=O)C=C1,0.96737206
1100,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(Cl)S4)C4=C3)=O)CC2)=O)C=C1,-2.2811022
1101,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(NC)S4)C4=C3)=O)CC2)=O)C=C1,-0.09932482
1102,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(N(C)C)S4)C4=C3)=O)CC2)=O)C=C1,0.25686717
1103,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(NC(C)=O)S4)C4=C3)=O)CC2)=O)C=C1,-3.2625036
1104,BrC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(NC(C4CC4)=O)S5)C5=C3)=O)CC2)=O)C=C1,-1.4340173
1105,FC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(N)S4)C4=C3)=O)CC2)=O)C=C1,1.3508643
1106,ClC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(N)S4)C4=C3)=O)CC2)=O)C=C1,-0.92410237
1107,O=C(N1CCN(C(C2=CC=C(N=C(N)S3)C3=C2)=O)CC1)/C=C/C4=CC=C(C#N)C=C4,5.463564
1108,O=C(N1CCN(C(C2=CC=C(N=C(N)S3)C3=C2)=O)CC1)/C=C/C4=CC=C(C(F)(F)F)C=C4,5.1166263
1109,O=C(N1CCN(C(C2=CC=C(N=C(N)S3)C3=C2)=O)CC1)/C=C/C4=CC(Cl)=C(C(F)(F)F)C=C4,5.320369
1110,FC1=C(F)C=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(N)S4)C4=C3)=O)CC2)=O)C=C1,4.603948
1111,FC1=CC=C(/C=C/C(N2CCN(C(C3=CC=C(N=C(N)S4)C4=C3)=O)CC2)=O)C(F)=C1,4.228458
1112,O=C(N1CCN(C(C2=CC=C(N=C(N)S3)C3=C2)=O)CC1)/C=C/C4=CC(CCO5)=C5C=C4,3.7064905
1113,O=C(N1CCN(C(C2=CC=C(N=C(N)S3)C3=C2)=O)CC1)/C=C/C4=CC(OC(F)(F)O5)=C5C=C4,-4.7118797
1114,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C)C3=C2N=C(C=O)C=C3,7.5106635
1115,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C)C3=C2N=C(C=O)C(C4=CN(C)N=C4)=C3,10.26914
1116,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C)C3=C2N=C(C=O)C(C4=CC=NN4C)=C3,9.023272
1117,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C)C3=C2N=C(C=O)C(C4=CC=CS4)=C3,7.981603
1118,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C)C3=C2N=C(C=O)C(C4=CN=C(C)S4)=C3,12.088479
1119,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C)C3=C2N=C(C=O)C(C4=CC=CN=C4)=C3,8.629503
1120,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C)C3=C2N=C(C=O)C(C4=CC=CC=C4OC)=C3,8.074849
1121,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C)C3=C2N=C(C=O)C(C4=C(F)C=CC=C4OC)=C3,8.017491
1122,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C(C)C)C3=C2N=C(C=O)C(Br)=C3,11.216671
1123,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C(C)C)C3=C2N=C(C=O)C(CN4CCOCC4)=C3,10.482352
1124,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C(C)C)C3=C2N=C(C=O)C(CN4CCN(C)CC4)=C3,11.595351
1125,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)C2=CN(C(C)C)C3=C2N=C(C=O)C(CN4C(CN(C)CC4)=O)=C3,7.2472672
1126,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(CN4C(CN(C)CC4)=O)C=C3OC,7.5067286
1127,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(CN4CCN(C)CC4)C=C3OC,11.476422
1128,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(CN4CCCN(C)CC4)C=C3OC,9.107
1129,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(CN4C(COCC4)=O)C=C3OC,2.4382095
1130,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(CN4C(OCCC4)=O)C=C3OC,7.8569303
1131,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(Br)C=C3OC,9.109371
1132,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)N(C)C3=NC(C([H])=O)=C(Br)C=C3OC,4.101249
1133,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(Br)C=C3OCC,7.013392
1134,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(Br)C=C3OCC4=CC=CC=C4,7.348965
1135,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(Br)C=C3OCCO,5.1739984
1136,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(Br)C=C3OCCOC,6.4010506
1137,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(Br)C=C3OCCN4CCOCC4,7.3977246
1138,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(Br)C=C3OCCN4CCN(C)CC4,8.290115
1139,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(CN4C(CN(C)CC4)=O)C=C3OCCN5CCOCC5,5.6482687
1140,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(CN4C(OCCC4)=O)C=C3OCCN5CCOCC5,6.6192546
1141,O=C(NC1=CC(O[C@H](C)C2=C(Cl)C=NC=C2Cl)=C(C#N)C=N1)NC3=NC(C([H])=O)=C(CN4CCCCOC4=O)C=C3OCCN5CCOCC5,6.3862
1142,O=C(NC1=CC(NCCOC)=C(C#N)C=N1)NC2=NC(C([H])=O)=C(CN3C(CN(C)CC3)=O)C=C2OC,6.5830455
1143,O=C(NC1=CC(OCCOC)=C(C#N)C=N1)NC2=NC(C([H])=O)=C(CN3C(CN(C)CC3)=O)C=C2OC,7.913173
1144,O=C(NC1=CC(OC(C)C)=C(C#N)C=N1)NC2=NC(C([H])=O)=C(CN3C(CN(C)CC3)=O)C=C2OC,8.910242
1145,Cc1nc(C(N2[C@H](Cc(cc3)cc(OC)c3OC)CCC2)=O)c(-c2cc(C)ccc2)[s]1,-0.3814639
1146,Cc1nc(C(N2[C@H](Cc3cc(-c4ncccn4)ccc3)CCC2)=O)c(-c2cc(C)ccc2)[s]1,-5.632774
1147,Cc1nc(C(N2[C@H](Cc3cc(-[n]4nccc4)ccc3)CCC2)=O)c(-c2cc(C)ccc2)[s]1,0.22339976
1148,Cc1nc(C(N2[C@H](Cc3cc(-[n]4nncc4)ccc3)CCC2)=O)c(-c2cc(C)ccc2)[s]1,2.1569219
1149,Cc1nc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)CCC2)=O)c(-c2cc(C)ccc2)[s]1,-2.1455665
1150,Cc1nc(C(N2[C@H](Cc3cc(-c4n[o]cn4)ccc3)CCC2)=O)c(-c2cc(C)ccc2)[s]1,0.34111428
1151,Cc1nc(C(N2[C@H](Cc(cc3)ccc3-[n]3nccn3)CCC2)=O)c(-c2cc(C)ccc2)[s]1,0.42327654
1152,O=C(c(cccc1)c1-[n]1nccn1)N1[C@H](Cc2cc(-[n]3nccn3)ccc2)CCC1,-7.0876317
1153,Cc(cc1)cc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)CCC2)=O)c1-[n]1nccn1,-8.164998
1154,O=C(c(cccc1)c1-c1ncccn1)N1[C@H](Cc2cc(-[n]3nccn3)ccc2)CCC1,-6.204319
1155,Cc1cccc(-c2nccnc2C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)CCC2)=O)c1,-9.7307205
1156,Cc1cccc(-c(ncnc2)c2C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)CCC2)=O)c1,-8.375498
1157,Cc1nc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)CCC2)=O)c(-c(cc2)ccc2F)[s]1,-5.7190413
1158,Cc1nc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)CCC2)=O)c(-c(cc2)cc3c2OCO3)[s]1,-6.5155916
1159,Cc(cc1)cc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)CCCC2)=O)c1-[n]1nccn1,-7.1095204
1160,Cc(cc1)cc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)CNCC2)=O)c1-[n]1nccn1,-7.168175
1161,Cc(cc1)cc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)COCC2)=O)c1-[n]1nccn1,-8.182377
1162,O=C(c(cccc1)c1-[n]1nccn1)N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1,-7.172578
1163,Cc1cccc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)COCC2)=O)c1-[n]1nccn1,-3.951198
1164,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1)=O,-6.829609
1165,Cc1cccc(-[n]2nccn2)c1C(N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1)=O,-4.161886
1166,Cc(cc1)c(C)c(-[n]2nccn2)c1C(N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1)=O,-8.171512
1167,O=C(c1cccc(F)c1-[n]1nccn1)N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1,-7.762263
1168,O=C(c(ccc(F)c1)c1-[n]1nccn1)N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1,-6.3447437
1169,O=C(c(cc(cc1)F)c1-[n]1nccn1)N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1,-8.710577
1170,O=C(c(c(-[n]1nccn1)ccc1)c1F)N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1,-4.3630805
1171,COc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc2cc(-[n]3nccn3)ccc2)COCC1)=O,-10.589527
1172,COc(cc1)cc(C(N2[C@H](Cc3cc(-[n]4nccn4)ccc3)COCC2)=O)c1-[n]1nccn1,-7.2908945
1173,C[C@H](COC[C@H]1Cc2cc(-[n]3nccn3)ccc2)N1C(c(ccc(C)c1)c1-[n]1nccn1)=O,-6.212168
1174,C[C@@H](COC[C@H]1Cc2cc(-[n]3nccn3)ccc2)N1C(c(ccc(C)c1)c1-[n]1nccn1)=O,-6.212168
1175,C[C@@H](C1)OC[C@@H](Cc2cc(-[n]3nccn3)ccc2)N1C(c(ccc(C)c1)c1-[n]1nccn1)=O,-3.861041
1176,C[C@H](C1)OC[C@@H](Cc2cc(-[n]3nccn3)ccc2)N1C(c(ccc(C)c1)c1-[n]1nccn1)=O,-3.861041
1177,C[C@H]([C@H]1Cc2cc(-[n]3nccn3)ccc2)OCCN1C(c(ccc(C)c1)c1-[n]1nccn1)=O,-5.990938
1178,C[C@@H]([C@H]1Cc2cc(-[n]3nccn3)ccc2)OCCN1C(c(ccc(C)c1)c1-[n]1nccn1)=O,-5.990938
1179,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc(cc(cc2)-[n]3nccn3)c2F)COCC1)=O,-2.692326
1180,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc2cccc(-[n]3nccn3)c2F)COCC1)=O,-4.123245
1181,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc2cc(F)cc(-[n]3nccn3)c2)COCC1)=O,-9.623507
1182,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc(cc(cc2)-[n]3nccn3)c2Cl)COCC1)=O,-1.4501632
1183,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc2cc(Cl)cc(-[n]3nccn3)c2)COCC1)=O,-5.186874
1184,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc2c(C)ccc(-[n]3nccn3)c2)COCC1)=O,-2.0279107
1185,Cc(cc1)cc(-[n]2nccn2)c1C(N1[C@H](Cc2cc(-[n]3nccn3)c(C)cc2)COCC1)=O,-2.8157
1186,Cc1cnc(Nc2ccc(NS(=O)(=O)C)cc2)nc1c3cnn(c3)C(CC#N)C4CCCC4,11.876056
1187,CS(=O)(=O)N1CCC(CC1)Nc2ncc(Cl)c(n2)c3cnn(c3)C4CCOCC4,-14.318076
1188,CS(=O)(=O)N1CCC(CC1)Nc2ncc(c(n2)c3cnn(c3)C4CCOCC4)C(F)(F)F,-5.744084
1189,CS(=O)(=O)N1CCC(CC1)Nc2ncc(c(n2)c3cnn(c3)C4CCCCC4)C(F)(F)F,-5.3356037
1190,CN1CCC(CC1)n2cc(cn2)c3nc(NC4CCN(CC4)S(=O)(=O)C)ncc3C(F)(F)F,-7.292186
1191,CS(=O)(=O)N1CCC(CC1)Nc2ncc(c(n2)c3cnn(c3)c4ccccc4F)C(F)(F)F,-8.363392
1192,CS(=O)(=O)N1CCC(CC1)Nc2ncc(c(n2)c3cnn(c3)c4ccccc4Cl)C(F)(F)F,-14.282394
1193,CS(=O)(=O)N1CCC(CC1)Nc2ncc(c(n2)c3cnn(CC(F)(F)F)c3)C(F)(F)F,-10.313245
1194,CC(C)(O)Cn1cc(cn1)c2nc(NC3CCN(CC3)S(=O)(=O)C)ncc2C(F)(F)F,-15.283485
1195,CS(=O)(=O)N1CCC(CC1)Nc2ncc(c(n2)c3cnn(c3)c4ccc(cc4Cl)C#N)C(F)(F)F,-11.192127
1196,CNCc1ccc(c(Cl)c1)n2cc(cn2)c3nc(NC4CCN(CC4)S(=O)(=O)C)ncc3C(F)(F)F,-13.060771
1197,CNCc1ccc(c(Cl)c1)n2cc(cn2)c3nc(NC4CCN(CC4)S(=O)(=O)C)ncc3C#N,-11.878098
1198,Cn1cc(cn1)S(=O)(=O)N2CCC(CC2)Nc3ncc(c(n3)c4cnn(CC(F)(F)F)c4)C(F)(F)F,-12.338114
1199,Cn1cnc(c1)S(=O)(=O)N2CCC(CC2)Nc3ncc(c(n3)c4cnn(CC(F)(F)F)c4)C(F)(F)F,-5.1889505
1200,Cn1cnc(c1)S(=O)(=O)N2CCC(CC2)Nc3ncc(C#N)c(n3)c4cnn(CC(F)(F)F)c4,-5.6863594
1201,FC(F)(F)Cn1cc(cn1)c2nc(NC3CCN(CC3)S(=O)(=O)c4ccccn4)ncc2C#N,-14.240859
1202,CC(C)(O)Cn1cc(cn1)c2nc(NC3CCN(CC3)S(=O)(=O)C4CC4)ncc2C(F)(F)F,-13.320708
1203,CC(C)(O)Cn1cc(cn1)c2nc(NC3CCN(CC3)S(=O)(=O)C4CC4)ncc2C#N,-10.639587
1204,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=CS2,0.7963108
1205,O=C(C1=C(C)N=CC=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=CS2,1.4955178
1206,O=C(C1=CN=C(C(C)(C)C)S1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=CS2,-4.4683104
1207,O=C(C1=CC=C(C(C)(C)C)C=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=CS2,3.7432437
1208,O=C(C1=CC=C(C(C)(C#N)C)C=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=CS2,7.4034753
1209,O=C(C1=CC=C(C(C)(C(O)=O)C)C=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=CS2,2.7311163
1210,O=C(C1=CC(F)=C(O)C(F)=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=CS2,2.7109475
1211,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=C(C)S2,1.2405716
1212,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC4=C(C=CC=C4)C=C3)=C(C(OCC)=O)S2,6.594933
1213,O=C(C1=C(SC)N=CC=C1)NC2=CC=CC(C3=CC(C=CC=C4)=C4C=C3)=N2,2.685987
1214,NC1=NN(C(C2=C(SC)N=CC=C2)=O)C(C3=CC(C=CC=C4)=C4C=C3)=C1,2.1116457
1215,O=C(C1=C(SC)N=CC=C1)NC2=NN=C(N2)C3=CC(C=CC=C4)=C4C=C3,5.5931253
1216,O=C(C1=C(SC)N=CC=C1)NC2=NN=C(S2)C3=CC(C=CC=C4)=C4C=C3,3.514886
1217,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC4=C(N=CC=C4)C=C3)=CS2,-0.38909316
1218,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=CC=C4)=CC=C3)=CS2,0.2989838
1219,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=CC=N4)=CC=C3)=CS2,-1.698259
1220,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=C(C#N)C=C4)=CC=C3)=CS2,-2.7757118
1221,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=CC(C#N)=C4)=CC=C3)=CS2,-0.19362926
1222,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=C(C#N)C=N4)=CC=C3)=CS2,-5.127248
1223,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC(O)=C(C#N)C=C4)=CC=C3)=CS2,-1.1666381
1224,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=C(C#N)C=C4)=CC=C3F)=CS2,1.7552038
1225,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=C(C#N)C=C4)=CC(F)=C3)=CS2,-0.08873677
1226,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=C(C#N)C=C4)=CC(N5CCN(C(OCC)=O)CC5)=C3)=CS2,-2.7046332
1227,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(C4=CC=C(C#N)C=C4)=CC(C(O)=O)=C3)=CS2,3.029368
1228,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(N4CCNCC4)=CC=C3)=CS2,-10.320977
1229,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=C(C#N)C=C4)=CC=C3)=CS2,-0.93792516
1230,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=CC(C#N)=C4)=CC=C3)=CS2,1.8285149
1231,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=C(CN)C=C4)=CC=C3)=CS2,2.1492066
1232,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=C(C#N)C(OC)=C4)=CC=C3)=CS2,1.9286829
1233,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=C(C#N)C(O)=C4)=CC=C3)=CS2,4.6457057
1234,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=C(C#N)C(C(O)=O)=C4)=CC=C3)=CS2,-1.5270991
1235,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=C(C#N)C=N4)=CC=C3)=CS2,-5.860785
1236,O=C(C1=C(SC)N=CC=C1)NC2=NC(C3=CC(NC4=CC=C(C#N)C=C4)=CC(N5CCOCC5)=C3)=CS2,-5.098851
1237,O=C1N(C2=CC=C(CNC3CC(NC4=CC(C=NN5)=C5C=C4)CCC3)C=C2)C=CC(N)=N1,-9.235387
